vendor,platform,source_id,source_url,effective_date,retrieved_at_utc,price_region,price_currency,model_series,model_name,context_bucket,deployment_scope,billing_mode,metric_name,amount,unit_quantity,unit_name,unit_expression,notes
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1 Data Zone,,data_zone,priority,cached_input,0.28,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1 Data Zone,,data_zone,priority,output,22,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-chat Global,,global,standard,input,1.25,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-chat Global,,global,standard,cached_input,0.13,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-chat Global,,global,standard,output,10,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex Global,,global,standard,input,1.25,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex Global,,global,standard,cached_input,0.13,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex Global,,global,standard,output,10,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-max Global,,global,standard,input,1.25,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-max Global,,global,standard,cached_input,0.13,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-max Global,,global,standard,output,10,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-mini Global,,global,standard,input,0.25,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-mini Global,,global,standard,cached_input,0.03,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.1-codex-mini Global,,global,standard,output,2,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Codex Global,,global,standard,input,1.75,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Codex Global,,global,standard,cached_input,0.18,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Codex Global,,global,standard,output,14,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,standard,input,1.75,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,standard,cached_input,0.18,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,standard,output,14,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,priority,input,3.5,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,priority,cached_input,0.35,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Global,,global,priority,output,28,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,standard,input,1.93,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,standard,cached_input,0.2,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,standard,output,15.4,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,priority,input,3.85,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,priority,cached_input,0.39,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2 Data Zone,,data_zone,priority,output,30.8,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat latest Global,,global,standard,input,1.75,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat latest Global,,global,standard,cached_input,0.18,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat latest Global,,global,standard,output,14,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat Data Zone,,data_zone,standard,input,1.93,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat Data Zone,,data_zone,standard,cached_input,0.2,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
Microsoft,azure-openai,azure_marketing_table_gpt51_gpt52_eastus2_20260513,https://azure.microsoft.com/en-us/pricing/details/azure-openai/,2026-05-13,2026-05-13T00:00:00Z,eastus2,USD,GPT-5.2 Series,GPT-5.2-chat Data Zone,,data_zone,standard,output,15.4,1000000,tokens,USD/1M tokens,Azure marketing table (East US 2); all rows use model_series GPT-5.2 Series per internal mapping.
